Date,Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts,Index Future Net,Index Call Net,Index Put Net,Index Net Long,Stock Future Net,Stock Call Net,Stock Put Net,Stock Net Long
24-02-2020,DII,27138,17117,41510,1078087,4317,71750,0,0,3112,0,3031,0,147827,1098235,10021,4317,71750,-57412,-1036577,81,0,-1036496
24-02-2020,FII,42979,150752,991570,623667,168918,343741,95277,120113,19797,21143,23492,15636,1588148,1028937,-107773,73641,223628,-257760,367903,-3695,5507,358701
24-02-2020,Pro,30965,21432,238675,141428,143279,168668,291281,193467,69542,104946,208074,66330,756075,922012,9533,-148002,-24799,-113670,97247,-138532,38616,-79901
24-02-2020,TOTAL,291406,291406,2093979,2093979,1048271,1042985,1048271,1042985,498542,254775,498542,254775,5229958,5229958,0,0,0,0,0,0,0,0
24-02-2021,Client,123348,116375,761154,172865,880004,1168557,898974,1196827,526609,195806,361548,251503,3655478,2998092,6973,-18970,-28270,16273,588289,165061,-55697,809047
24-02-2021,DII,851,46145,23471,825438,267,13415,0,0,0,216,7371,0,38220,878954,-45294,267,13415,-58442,-801967,-7371,216,-809554
24-02-2021,FII,92727,51994,693003,551753,292526,408243,178728,271985,40218,43891,57681,38462,1570608,1150603,40733,113798,136258,18273,141250,-17463,5429,118358
24-02-2021,Pro,32155,34567,193492,121064,279173,285820,374268,407223,151270,181452,291497,131400,1123362,1360019,-2412,-95095,-121403,23896,72428,-140227,50052,-117851
24-02-2021,TOTAL,249081,249081,1671120,1671120,1451970,1876035,1451970,1876035,718097,421365,718097,421365,6387668,6387668,0,0,0,0,0,0,0,0
24-03-2020,Client,82506,122539,360415,92458,560261,317476,519179,481244,199066,63004,163481,74698,1582728,1453599,-40033,41082,-163768,164817,267957,35585,-11694,315236
24-03-2020,DII,65781,1921,77694,908264,19064,63354,0,0,0,0,3097,0,225893,913282,63860,19064,63354,19570,-830570,-3097,0,-833667
24-03-2020,FII,118361,104871,971597,460390,215099,358726,188173,190485,24592,15392,19405,15051,1703767,978375,13490,26926,168241,-127825,511207,5187,341,516053
24-03-2020,Pro,18758,56075,112874,61468,133026,118157,220098,185984,79538,76363,117213,65010,538716,705848,-37317,-87072,-67827,-56562,51406,-37675,11353,2378
24-03-2020,TOTAL,285406,285406,1522580,1522580,927450,857713,927450,857713,303196,154759,303196,154759,4051104,4051104,0,0,0,0,0,0,0,0
24-03-2021,Client,199231,168438,747561,141223,1301095,917180,1188853,1084340,519829,155103,329301,234155,3839999,3146310,30793,112242,-167160,310195,606338,190528,-79052,875918
24-03-2021,DII,676,33999,29186,840640,267,10264,0,0,0,0,13457,0,40393,888096,-33323,267,10264,-43320,-811454,-13457,0,-824911
24-03-2021,FII,80977,59068,603776,497375,299327,420519,224977,211495,33144,33659,47429,31915,1471402,1072259,21909,74350,209024,-112765,106401,-14285,1744,90372
24-03-2021,Pro,22904,42283,183716,85001,356434,306450,543293,358578,111829,170504,274615,93196,1151837,1396966,-19379,-186859,-52128,-154110,98715,-162786,77308,-141379
24-03-2021,TOTAL,303788,303788,1564239,1564239,1957123,1654413,1957123,1654413,664802,359266,664802,359266,6503631,6503631,0,0,0,0,0,0,0,0
24-04-2020,Client,106382,119942,360922,216130,388869,428285,376859,530698,220888,129104,163877,106263,1634450,1513769,-13560,12010,-102413,100863,144792,57011,22841,178962
24-04-2020,DII,32698,4062,67986,766402,4584,62691,0,0,0,0,2680,0,167959,773144,28636,4584,62691,-29471,-698416,-2680,0,-701096
24-04-2020,FII,68255,82197,1018595,480840,126181,174759,94979,108041,10516,14843,17124,10196,1413149,793377,-13942,31202,66718,-49458,537755,-6608,4647,526500
24-04-2020,Pro,21503,22637,155746,139877,100718,113931,148514,140927,72340,55119,120063,82607,519357,654625,-1134,-47796,-26996,-21934,15869,-47723,-27488,-4366
24-04-2020,TOTAL,228838,228838,1603249,1603249,620352,779666,620352,779666,303744,199066,303744,199066,3734915,3734915,0,0,0,0,0,0,0,0
24-05-2021,Client,138407,121189,1057017,205221,977782,1123791,1003215,1265476,742085,268757,477979,331518,4307839,3404598,17218,-25433,-141685,133470,851796,264106,-62761,1178663
24-05-2021,DII,3364,44810,41999,1088264,267,32538,0,0,0,0,57982,0,78168,1191056,-41446,267,32538,-73717,-1046265,-57982,0,-1104247
24-05-2021,FII,70686,47771,797053,696275,323968,375791,206627,208280,61788,57101,81786,53522,1686387,1294261,22915,117341,167511,-27255,100778,-19998,3579,77201
24-05-2021,Pro,30516,29203,236117,142426,286041,289688,378216,348052,193174,227770,379300,168588,1263306,1445785,1313,-92175,-58364,-32498,93691,-186126,59182,-151617
24-05-2021,TOTAL,242973,242973,2132186,2132186,1588058,1821808,1588058,1821808,997047,553628,997047,553628,7335700,7335700,0,0,0,0,0,0,0,0
24-06-2020,Client,134030,126704,430234,214463,870116,835227,739456,882851,271397,180248,207163,163210,2721252,2333847,7326,130660,-47624,185610,215771,64234,17038,262967
24-06-2020,DII,16611,22558,54634,849589,4584,82339,0,0,81,0,4951,0,158249,877098,-5947,4584,82339,-83702,-794955,-4870,0,-799825
24-06-2020,FII,67580,68947,972532,410965,228208,274371,188410,216477,14686,18499,16398,15780,1575876,916977,-1367,39798,57894,-19463,561567,-1712,2719,557136
24-06-2020,Pro,35894,35906,139830,122213,229399,205208,404441,297817,117343,111987,174995,131744,839661,1167116,-12,-175042,-92609,-82445,17617,-57652,-19757,-20278
24-06-2020,TOTAL,254115,254115,1597230,1597230,1332307,1397145,1332307,1397145,403507,310734,403507,310734,5295038,5295038,0,0,0,0,0,0,0,0
24-06-2021,Client,132834,168820,1078549,130369,608389,617685,674885,748760,394114,133872,252127,237035,2965443,2211996,-35986,-66496,-131075,28593,948180,141987,-103163,1193330
24-06-2021,DII,2117,54828,16761,1099380,267,15392,0,0,0,0,723,0,34537,1154931,-52711,267,15392,-67836,-1082619,-723,0,-1083342
24-06-2021,FII,115293,25096,659202,657542,171572,206555,84725,113049,13656,16721,22123,12067,1182999,914602,90197,86847,93506,83538,1660,-8467,4654,-11461
24-06-2021,Pro,20643,22143,205358,72579,185582,250184,206200,228007,73850,152552,206647,54043,888169,789619,-1500,-20618,22177,-44295,132779,-132797,98509,-98527
24-06-2021,TOTAL,270887,270887,1959870,1959870,965810,1089816,965810,1089816,481620,303145,481620,303145,5071148,5071148,0,0,0,0,0,0,0,0
24-07-2020,Client,142682,122184,512891,240179,532712,775904,545422,850997,481328,211656,317365,219158,2657173,2295305,20498,-12710,-75093,82881,272712,163963,-7502,444177
24-07-2020,DII,10508,32386,35572,781027,267,52682,0,0,0,0,8680,0,99029,822093,-21878,267,52682,-74293,-745455,-8680,0,-754135
24-07-2020,FII,69728,67079,862193,457236,184634,264006,132912,179809,19644,20096,33648,16455,1420301,887139,2649,51722,84197,-29826,404957,-14004,3641,387312
24-07-2020,Pro,28238,29507,182396,114610,171451,217295,210730,279081,128373,134067,269652,130206,861820,1033786,-1269,-39279,-61786,21238,67786,-141279,3861,-77354
24-07-2020,TOTAL,251156,251156,1593052,1593052,889064,1309887,889064,1309887,629345,365819,629345,365819,5038323,5038323,0,0,0,0,0,0,0,0
24-08-2020,Client,96093,112921,576614,171408,579728,902646,608300,966049,442252,208927,299276,216641,2806260,2374595,-16828,-28572,-63403,18003,405206,142976,-7714,555896
24-08-2020,DII,9782,36801,26330,745178,1577,46491,0,0,0,0,7425,0,84180,789404,-27019,1577,46491,-71933,-718848,-7425,0,-726273
24-08-2020,FII,83273,46414,775653,519778,185815,259281,99593,165133,19814,22669,28116,16062,1346505,875096,36859,86222,94148,28933,255875,-8302,6607,240966
24-08-2020,Pro,29983,22995,179682,121915,201139,246706,260366,323942,116532,130558,243781,129451,904600,1102450,6988,-59227,-77236,24997,57767,-127249,1107,-70589
24-08-2020,TOTAL,219131,219131,1558279,1558279,968259,1455124,968259,1455124,578598,362154,578598,362154,5141545,5141545,0,0,0,0,0,0,0,0
24-09-2020,Client,108890,98291,584983,108793,584985,397408,540415,586208,188115,59868,108995,117740,1924249,1560442,10599,44570,-188800,243969,476190,79120,-57872,613182
24-09-2020,DII,9771,21695,28909,734134,267,29682,0,0,0,0,0,0,68629,755829,-11924,267,29682,-41339,-705225,0,0,-705225
24-09-2020,FII,37716,47462,628513,482166,155131,265072,93922,114368,2197,6518,6825,6839,1095147,751582,-9746,61209,150704,-99241,146347,-4628,-321,142040
24-09-2020,Pro,25157,14086,130099,47411,156532,146204,262578,137790,30426,85371,104918,27178,573789,593961,11071,-106046,8414,-103389,82688,-74492,58193,-49997
24-09-2020,TOTAL,181534,181534,1372504,1372504,896915,838366,896915,838366,220738,151757,220738,151757,3661814,3661814,0,0,0,0,0,0,0,0
24-11-2020,Client,101720,146646,660708,175861,704653,1231744,726074,1242706,440219,245812,320639,215947,3384856,2827873,-44926,-21421,-10962,-55385,484847,119580,29865,574562
24-11-2020,DII,2298,39056,34125,756402,267,29835,0,0,0,0,4460,0,66525,799918,-36758,267,29835,-66326,-722277,-4460,0,-726737
24-11-2020,FII,125788,57615,758456,558036,249074,355852,145891,276949,20628,21844,30283,18578,1531642,1087352,68173,103183,78903,92453,200420,-9655,3266,187499
24-11-2020,Pro,42146,28635,183291,146281,211768,273378,293797,371154,146504,128254,251969,161385,985341,1253221,13511,-82029,-97776,29258,37010,-105465,-33131,-35324
24-11-2020,TOTAL,271952,271952,1636580,1636580,1165762,1890809,1165762,1890809,607351,395910,607351,395910,5968364,5968364,0,0,0,0,0,0,0,0
24-12-2020,Client,111771,132332,648693,181398,500936,799893,522557,895741,530907,212818,353274,240544,2805018,2325846,-20561,-21621,-95848,53666,467295,177633,-27726,672654
24-12-2020,DII,2622,43347,27130,734732,367,53788,0,0,540,0,3169,0,84447,781248,-40725,367,53788,-94146,-707602,-2629,0,-710231
24-12-2020,FII,110897,52337,723787,549964,194371,271453,129598,189357,21574,27781,31479,27235,1349863,979970,58560,64773,82096,41237,173823,-9905,546,163372
24-12-2020,Pro,27498,24772,173592,107108,157341,192318,200860,232354,119395,152489,284494,125309,822633,974897,2726,-43519,-40036,-757,66484,-165099,27180,-125795
24-12-2020,TOTAL,252788,252788,1573202,1573202,853015,1317452,853015,1317452,672416,393088,672416,393088,5061961,5061961,0,0,0,0,0,0,0,0
25-01-2021,Client,125532,144322,720643,192258,1137987,837750,999396,980759,639438,196358,401708,261093,3657708,2979536,-18790,138591,-143009,262810,528385,237730,-64735,830850
25-01-2021,DII,3302,42716,18490,787349,267,26244,0,0,267,44,2589,0,48614,832654,-39414,267,26244,-65391,-768859,-2322,44,-771225
25-01-2021,FII,100663,56129,693023,536313,204100,291896,161476,190157,37147,33168,66501,29975,1359997,1040551,44534,42624,101739,-14581,156710,-29354,3193,124163
25-01-2021,Pro,43428,29758,197744,113980,259692,280952,441174,265926,129438,177091,335492,115593,1088345,1301923,13670,-181482,15026,-182838,83764,-206054,61498,-183788
25-01-2021,TOTAL,272925,272925,1629900,1629900,1602046,1436842,1602046,1436842,806290,406661,806290,406661,6154664,6154664,0,0,0,0,0,0,0,0
25-02-2020,Client,162855,98625,818772,212350,827444,526495,733907,778079,391408,127869,258055,168501,2854843,2249517,64230,93537,-251584,409351,606422,133353,-40632,780407
25-02-2020,DII,29137,14018,43608,1087906,4317,74960,0,0,3112,0,3091,0,155134,1105015,15119,4317,74960,-55524,-1044298,21,0,-1044277
25-02-2020,FII,58661,148351,981581,638484,171901,326362,95102,118675,17071,18842,19495,14189,1574418,1034296,-89690,76799,207687,-220578,343097,-2424,4653,336020
25-02-2020,Pro,32393,22052,231116,136337,150641,178714,325294,209777,71570,103844,202520,67865,768278,963845,10341,-174653,-31063,-133249,94779,-130950,35979,-72150
25-02-2020,TOTAL,283046,283046,2075077,2075077,1154303,1106531,1154303,1106531,483161,250555,483161,250555,5352673,5352673,0,0,0,0,0,0,0,0
25-02-2021,Client,84957,103671,727312,122925,509646,523451,495953,632728,272949,81232,167745,136876,2199547,1659898,-18714,13693,-109277,104256,604387,105204,-55644,765235
25-02-2021,DII,851,42437,20413,809360,267,10857,0,0,0,0,685,0,32388,852482,-41586,267,10857,-52176,-788947,-685,0,-789632
25-02-2021,FII,93004,28923,622674,523841,125720,222356,83234,105203,12884,15774,20951,15569,1092412,777721,64081,42486,117153,-10586,98833,-8067,205,90561
25-02-2021,Pro,16930,20711,150224,64497,146804,163806,203250,182539,51832,94409,148284,38970,624005,658251,-3781,-56446,-18733,-41494,85727,-96452,55439,-66164
25-02-2021,TOTAL,195742,195742,1520623,1520623,782437,920470,782437,920470,337665,191415,337665,191415,3948352,3948352,0,0,0,0,0,0,0,0
25-03-2020,Client,89914,124617,353274,105650,512246,442190,485057,574090,172774,56293,148047,65723,1626691,1503184,-34703,27189,-131900,124386,247624,24727,-9430,281781
25-03-2020,DII,67902,1849,69733,882597,19064,62271,0,0,0,0,3094,0,218970,887540,66053,19064,62271,22846,-812864,-3094,0,-815958
25-03-2020,FII,122755,109005,956805,433157,226205,369228,183330,208220,23861,15002,18495,13524,1713856,965731,13750,42875,161008,-104383,523648,5366,1478,527536
25-03-2020,Pro,19044,64144,109964,68372,143055,127866,232183,219245,80281,70351,107280,62399,550561,753623,-45100,-89128,-91379,-42849,41592,-26999,7952,6641
25-03-2020,TOTAL,299615,299615,1489776,1489776,900570,1001555,900570,1001555,276916,141646,276916,141646,4110078,4110078,0,0,0,0,0,0,0,0
25-03-2021,Client,161408,156419,709781,98599,528460,450890,524076,599861,215924,77818,125886,147952,2144281,1652793,4989,4384,-148971,158344,611182,90038,-70134,771354
25-03-2021,DII,693,26145,19630,844331,267,7175,0,0,0,0,0,0,27765,870476,-25452,267,7175,-32360,-824701,0,0,-824701
25-03-2021,FII,66707,40121,587212,454657,137141,243188,91442,110103,10764,15331,16595,13861,1060343,726779,26586,45699,133085,-60800,132555,-5831,1470,125254
25-03-2021,Pro,20739,26862,143101,62137,176729,172980,227079,164269,42960,102967,127167,34303,659476,641817,-6123,-50350,8711,-65184,80964,-84207,68664,-71907
25-03-2021,TOTAL,249547,249547,1459724,1459724,842597,874233,842597,874233,269648,196116,269648,196116,3891865,3891865,0,0,0,0,0,0,0,0
25-05-2021,Client,130667,125248,1063445,188506,1171167,1129943,1177591,1304269,714184,263833,464147,333126,4473239,3592887,5419,-6424,-174326,173321,874939,250037,-69293,1194269
25-05-2021,DII,3369,43810,41762,1087270,267,42113,0,0,0,0,55022,0,87511,1186102,-40441,267,42113,-82287,-1045508,-55022,0,-1100530
25-05-2021,FII,91231,55817,771142,697782,347476,400895,218568,222153,56087,51870,75952,52505,1718701,1322777,35414,128908,178742,-14420,73360,-19865,-635,54130
25-05-2021,Pro,28891,29283,231732,134523,343361,315367,466112,361896,192897,234860,368047,164932,1347108,1524793,-392,-122751,-46529,-76614,97209,-175150,69928,-147869
25-05-2021,TOTAL,254158,254158,2108081,2108081,1862271,1888318,1862271,1888318,963168,550563,963168,550563,7626559,7626559,0,0,0,0,0,0,0,0
25-06-2020,Client,133440,107803,404595,199043,325964,384561,335908,454670,121977,51171,90066,68180,1421708,1255670,25637,-9944,-70109,85802,205552,31911,-17009,254472
25-06-2020,DII,15680,18393,24050,789441,267,33670,0,0,0,0,156,0,73667,807990,-2713,267,33670,-36116,-765391,-156,0,-765547
25-06-2020,FII,39022,52938,895514,370837,104061,148003,86824,85224,2298,3464,7467,5671,1192362,608961,-13916,17237,62779,-59458,524677,-5169,-2207,521715
25-06-2020,Pro,16308,25316,95619,60457,103805,113358,111365,139698,41045,51678,67631,32462,421813,436929,-9008,-7560,-26340,9772,35162,-26586,19216,-10640
25-06-2020,TOTAL,204450,204450,1419778,1419778,534097,679592,534097,679592,165320,106313,165320,106313,3109550,3109550,0,0,0,0,0,0,0,0
25-06-2021,Client,147727,174717,1105880,148896,850092,987241,952931,1148328,505905,167397,318983,276274,3764242,3020129,-26990,-102839,-161087,31258,956984,186922,-108877,1252783
25-06-2021,DII,2117,56780,18926,1119027,401,17378,0,0,0,0,11813,0,38822,1187620,-54663,401,17378,-71640,-1100101,-11813,0,-1111914
25-06-2021,FII,106077,26591,668604,668942,216458,267609,115700,153808,26947,31482,42469,23655,1317177,1031165,79486,100758,113801,66443,-338,-15522,7827,-23687
25-06-2021,Pro,25738,23571,221706,78251,294552,344676,292872,314768,95893,167998,255480,66948,1150563,1031889,2167,1680,29908,-26061,143455,-159587,101050,-117182
25-06-2021,TOTAL,281659,281659,2015116,2015116,1361503,1616904,1361503,1616904,628745,366877,628745,366877,6270803,6270803,0,0,0,0,0,0,0,0
25-08-2020,Client,99867,115668,580098,178553,659610,969656,669487,1029012,414503,200789,279836,211924,2924523,2484480,-15801,-9877,-59356,33678,401545,134667,-11135,547347
25-08-2020,DII,9161,37091,27035,746089,922,50091,0,0,94,0,7425,0,87303,790605,-27930,922,50091,-77099,-719054,-7331,0,-726385
25-08-2020,FII,89802,52917,767221,511791,199159,270766,107806,173296,17541,21252,24120,14784,1365741,884714,36885,91353,97470,30768,255430,-6579,6468,242383
25-08-2020,Pro,28852,22006,173700,111621,204126,262152,286524,350357,115483,131318,236240,126651,915631,1133399,6846,-82398,-88205,12653,62079,-120757,4667,-63345
25-08-2020,TOTAL,227682,227682,1548054,1548054,1063817,1552665,1063817,1552665,547621,353359,547621,353359,5293198,5293198,0,0,0,0,0,0,0,0
25-09-2020,Client,99620,95661,578731,117740,635531,653992,651925,783851,223531,74372,138113,129048,2265777,1916338,3959,-16394,-129859,117424,460991,85418,-54676,601085
25-09-2020,DII,2253,22463,29786,743134,267,29682,0,0,0,0,0,0,61988,765597,-20210,267,29682,-49625,-713348,0,0,-713348
25-09-2020,FII,47407,40372,643390,473810,195353,283967,107780,153941,6909,13096,12413,12085,1190122,800401,7035,87573,130026,-35418,169580,-5504,1011,163065
25-09-2020,Pro,26681,17465,132464,49687,190422,197422,261868,227271,39490,90657,119404,36992,677136,712687,9216,-71446,-29849,-32381,82777,-79914,53665,-50802
25-09-2020,TOTAL,175961,175961,1384371,1384371,1021573,1165063,1021573,1165063,269930,178125,269930,178125,4195023,4195023,0,0,0,0,0,0,0,0
25-11-2020,Client,100849,130478,635958,161146,1082657,1063661,952590,1169116,381003,208662,276565,201299,3472790,2891194,-29629,130067,-105455,205893,474812,104438,7363,571887
25-11-2020,DII,1893,40057,33898,759697,267,29807,0,0,0,0,3875,0,65865,803629,-38164,267,29807,-67704,-725799,-3875,0,-729674
25-11-2020,FII,113673,63602,757701,541813,262610,382535,186820,282992,16220,18979,24968,17803,1551718,1117998,50071,75790,99543,26318,215888,-8748,1176,205964
25-11-2020,Pro,44429,26707,165280,130181,276121,293871,482245,317766,140275,136853,232090,145392,1056829,1334381,17722,-206124,-23895,-164507,35099,-91815,-8539,-48177
25-11-2020,TOTAL,260844,260844,1592837,1592837,1621655,1769874,1621655,1769874,537498,364494,537498,364494,6147202,6147202,0,0,0,0,0,0,0,0
26-02-2020,Client,166082,94038,816849,192104,875407,530399,742238,793568,352426,113755,235547,158051,2854918,2215546,72044,133169,-263169,468382,624745,116879,-44296,785920
26-02-2020,DII,35562,13875,45032,1094824,6317,74975,0,0,3112,0,3288,0,164998,1111987,21687,6317,74975,-46971,-1049792,-176,0,-1049968
26-02-2020,FII,70795,174334,991817,669325,188366,344496,103286,123858,16153,16923,15981,12063,1628550,1098847,-103539,85080,220638,-239097,322492,172,4860,317804
26-02-2020,Pro,33599,23791,222081,119526,146955,184648,371521,217092,71727,103890,188602,64454,762900,984986,9808,-224566,-32444,-182314,102555,-116875,39436,-53756
26-02-2020,TOTAL,306038,306038,2075779,2075779,1217045,1134518,1217045,1134518,443418,234568,443418,234568,5411366,5411366,0,0,0,0,0,0,0,0
26-02-2021,Client,133765,123838,757077,147676,967922,593856,870424,754000,381611,101583,213954,182654,2935814,2292546,9927,97498,-160144,267569,609401,167657,-81071,858129
26-02-2021,DII,513,33571,21402,822726,267,12740,0,0,0,0,6132,0,34922,862429,-33058,267,12740,-45531,-801324,-6132,0,-807456
26-02-2021,FII,83407,54196,640623,545394,182622,284030,142738,134394,21199,22822,32177,22608,1234703,931507,29211,39884,149636,-80541,95229,-10978,214,84037
26-02-2021,Pro,22921,29001,172661,75967,272381,237683,410030,239915,60056,131035,210603,50178,896737,1015694,-6080,-137649,-2232,-141497,96694,-150547,80857,-134710
26-02-2021,TOTAL,240606,240606,1591763,1591763,1423192,1128309,1423192,1128309,462866,255440,462866,255440,5102176,5102176,0,0,0,0,0,0,0,0
26-03-2020,Client,86213,93073,310809,110680,206448,236818,220389,330061,34263,18418,31538,22711,892969,808452,-6860,-13941,-93243,72442,200129,2725,-4293,207147
26-03-2020,DII,63411,2049,32167,751500,4317,60671,0,0,0,0,0,0,160566,753549,61362,4317,60671,5008,-719333,0,0,-719333
26-03-2020,FII,36000,85492,893030,400142,103796,139616,77666,85338,788,3197,709,2883,1176427,652230,-49492,26130,54278,-77640,492888,79,314,492653
26-03-2020,Pro,10320,15330,67610,41294,43892,51949,60398,73655,14929,15439,17733,11460,204139,219870,-5010,-16506,-21706,190,26316,-2804,3979,19533
26-03-2020,TOTAL,195944,195944,1303616,1303616,358453,489054,358453,489054,49980,37054,49980,37054,2434101,2434101,0,0,0,0,0,0,0,0
26-03-2021,Client,155361,164029,718970,103431,703825,687280,741328,821640,258349,96387,157911,159670,2620172,2148009,-8668,-37503,-134360,88189,615539,100438,-63283,779260
26-03-2021,DII,1358,28158,19992,858692,267,7175,0,0,0,11,928,0,28803,887778,-26800,267,7175,-33708,-838700,-928,11,-839639
26-03-2021,FII,78756,32735,594845,459431,178765,269995,125111,150734,18275,20824,25361,22138,1161460,815510,46021,53654,119261,-19586,135414,-7086,-1314,129642
26-03-2021,Pro,21659,32212,150272,62525,291430,263875,307848,255951,60369,110417,152793,45831,898022,857160,-10553,-16418,7924,-34895,87747,-92424,64586,-69263
26-03-2021,TOTAL,257134,257134,1484079,1484079,1174287,1228325,1174287,1228325,336993,227639,336993,227639,4708457,4708457,0,0,0,0,0,0,0,0
26-04-2021,Client,160079,126845,860789,242065,797167,1071528,897165,1155015,596163,237007,384713,264416,3722733,3070219,33234,-99998,-83487,16723,618724,211450,-27409,857583
26-04-2021,DII,1630,51746,34172,898664,267,25661,0,0,121,0,33238,0,61851,983648,-50116,267,25661,-75510,-864492,-33117,0,-897609
26-04-2021,FII,83368,38641,658281,507792,268399,348619,149539,225483,51477,47550,71172,46109,1457694,1038736,44727,118860,123136,40451,150489,-19695,1441,129353
26-04-2021,Pro,15665,43510,179889,84610,305786,319378,324915,384688,131584,161653,290222,135685,1113955,1263630,-27845,-19129,-65310,18336,95279,-158638,25968,-89327
26-04-2021,TOTAL,260742,260742,1733131,1733131,1371619,1765186,1371619,1765186,779345,446210,779345,446210,6356233,6356233,0,0,0,0,0,0,0,0
26-05-2020,Client,116118,126200,486290,188539,671782,487416,570368,638122,353440,119549,219117,139095,2234595,1881441,-10082,101414,-150706,242038,297751,134323,-19546,451620
26-05-2020,DII,27562,12606,49973,912082,4584,67003,0,0,0,0,1900,0,149122,926588,14956,4584,67003,-47463,-862109,-1900,0,-864009
26-05-2020,FII,51946,73537,1045169,580583,139766,226505,122507,126337,9232,14881,19468,11362,1487499,933794,-21591,17259,100168,-104500,464586,-10236,3519,450831
26-05-2020,Pro,39308,22591,204542,104770,144881,135247,268138,151712,75979,94657,198166,78630,694614,824007,16717,-123257,-16465,-90075,99772,-122187,16027,-38442
26-05-2020,TOTAL,234934,234934,1785974,1785974,961013,916171,961013,916171,438651,229087,438651,229087,4565830,4565830,0,0,0,0,0,0,0,0
26-05-2021,Client,134395,135623,1072080,181218,1217846,1319518,1238884,1448725,635636,249697,430564,327022,4629172,3762036,-1228,-21038,-129207,106941,890862,205072,-77325,1173259
26-05-2021,DII,3360,43650,41756,1092436,267,43799,0,0,0,0,38821,0,89182,1174907,-40290,267,43799,-83822,-1050680,-38821,0,-1089501
26-05-2021,FII,103229,55383,757129,693045,395908,449315,243700,250317,50440,47041,68802,49105,1803062,1360352,47846,152208,198998,1056,64084,-18362,-2064,47786
26-05-2021,Pro,27043,33371,227885,132151,329225,324826,460662,438416,185380,239479,333269,160090,1333838,1557959,-6328,-131437,-113590,-24175,95734,-147889,79389,-131544
26-05-2021,TOTAL,268027,268027,2098850,2098850,1943246,2137458,1943246,2137458,871456,536217,871456,536217,7855254,7855254,0,0,0,0,0,0,0,0
26-06-2020,Client,137705,104549,415714,223584,490533,535592,505945,581572,170128,69879,121697,90236,1819551,1627583,33156,-15412,-45980,63724,192130,48431,-20357,260918
26-06-2020,DII,16005,19445,29367,793787,267,33670,0,0,0,0,1656,0,79309,814888,-3440,267,33670,-36843,-764420,-1656,0,-766076
26-06-2020,FII,45645,63370,903006,373252,140020,173400,108290,110168,8039,10869,17488,12702,1280979,685270,-17725,31730,63232,-49227,529754,-9449,-1833,522138
26-06-2020,Pro,16470,28461,107658,65122,162622,156890,179207,207812,54944,67018,92270,44828,565602,617700,-11991,-16585,-50922,22346,42536,-37326,22190,-16980
26-06-2020,TOTAL,215825,215825,1455745,1455745,793442,899552,793442,899552,233111,147766,233111,147766,3745441,3745441,0,0,0,0,0,0,0,0
26-08-2020,Client,106159,120186,577802,173483,649044,1135895,682406,1135883,354848,184516,248312,199932,3008264,2560202,-14027,-33362,12,-47401,404319,106536,-15416,526271
26-08-2020,DII,9161,36560,27002,744145,267,52966,0,0,94,0,7556,0,89490,788261,-27399,267,52966,-80098,-717143,-7462,0,-724605
26-08-2020,FII,112634,72193,763582,515689,218816,286089,120922,196233,14860,18325,19346,13143,1414306,937526,40441,97894,89856,48479,247893,-4486,5182,238225
26-08-2020,Pro,26365,25380,166447,101516,244302,271982,309101,414816,117820,131582,212408,121348,958498,1184569,985,-64799,-142834,79020,64931,-94588,10234,-39891
26-08-2020,TOTAL,254319,254319,1534833,1534833,1112429,1746932,1112429,1746932,487622,334423,487622,334423,5470558,5470558,0,0,0,0,0,0,0,0
26-10-2020,Client,103775,125235,630943,153031,991884,812485,879604,981911,514192,166222,326331,202825,3219501,2668937,-21460,112280,-169426,260246,477912,187861,-36603,702376
26-10-2020,DII,1786,34726,35925,747368,267,40025,0,0,0,0,875,0,78003,782969,-32940,267,40025,-72698,-711443,-875,0,-712318
26-10-2020,FII,77569,52323,639449,480766,201462,333507,134435,201342,22676,23001,30706,19613,1297664,919185,25246,67027,132165,-39892,158683,-8030,3388,147265
26-10-2020,Pro,53251,24097,180116,105268,228602,247660,408176,250424,99437,135250,278393,102035,944316,1168393,29154,-179574,-2764,-147656,74848,-178956,33215,-137323
26-10-2020,TOTAL,236381,236381,1486433,1486433,1422215,1433677,1422215,1433677,636305,324473,636305,324473,5539484,5539484,0,0,0,0,0,0,0,0
26-11-2020,Client,98166,122092,592634,148154,435905,579842,455726,648179,197387,71214,131388,98709,1975148,1604248,-23926,-19821,-68337,24590,444480,65999,-27495,537974
26-11-2020,DII,1641,40498,27840,754516,267,27744,0,0,0,0,0,0,57492,795014,-38857,267,27744,-66334,-726676,0,0,-726676
26-11-2020,FII,103254,31498,748965,520677,158261,202751,94578,148737,3442,6614,6277,6577,1223287,808344,71756,63683,54014,81425,228288,-2835,37,225416
26-11-2020,Pro,16720,25693,126217,72309,147533,157841,191662,171262,51880,70485,115044,43027,570676,618997,-8973,-44129,-13421,-39681,53908,-63164,27458,-36714
26-11-2020,TOTAL,219781,219781,1495656,1495656,741966,968178,741966,968178,252709,148313,252709,148313,3826603,3826603,0,0,0,0,0,0,0,0
